,DrugID,Generic Name,DEA Schedule,Common Uses,Interacts With,Risk Level,Interaction_ID
13074,49225,meloxicam,Non-Control,"Pain relief, inflammation",potassium iodide,Moderate,44902
13075,49225,meloxicam,Non-Control,"Pain relief, inflammation",prednisolone,Moderate,47261
13076,49225,meloxicam,Non-Control,"Pain relief, inflammation",tolbutamide,Moderate,42128
13077,49225,meloxicam,Non-Control,"Pain relief, inflammation",promethazine,Minor,39177
13078,49225,meloxicam,Non-Control,"Pain relief, inflammation",galactose,Minor,96974
13079,49225,meloxicam,Non-Control,"Pain relief, inflammation",diatrizoate,Major,88649
13080,49225,meloxicam,Non-Control,"Pain relief, inflammation",ibritumomab tiuxetan,Major,76531
13081,49225,meloxicam,Non-Control,"Pain relief, inflammation",tositumomab (i-131),Major,66679
13082,49225,meloxicam,Non-Control,"Pain relief, inflammation",tositumomab,Major,49493
13083,49225,meloxicam,Non-Control,"Pain relief, inflammation",folic acid,Minor,81096
13084,49225,meloxicam,Non-Control,"Pain relief, inflammation",leucovorin,Minor,51646
13139,91234,metformin,Non-Control,Type 2 diabetes,ethanol,Major,53125
13140,91234,metformin,Non-Control,Type 2 diabetes,diazoxide,Moderate,10803
13141,91234,metformin,Non-Control,Type 2 diabetes,iodipamide,Major,87496
13142,91234,metformin,Non-Control,Type 2 diabetes,iodixanol,Major,80432
13143,91234,metformin,Non-Control,Type 2 diabetes,iohexol,Major,52403
13144,91234,metformin,Non-Control,Type 2 diabetes,iopamidol,Major,37446
13145,91234,metformin,Non-Control,Type 2 diabetes,iopromide,Major,37238
13146,91234,metformin,Non-Control,Type 2 diabetes,iothalamic acid,Major,46641
13147,91234,metformin,Non-Control,Type 2 diabetes,ioversol,Major,56265
13148,91234,metformin,Non-Control,Type 2 diabetes,ioxilan,Major,43286
13149,91234,metformin,Non-Control,Type 2 diabetes,prednisolone,Moderate,47261
13150,91234,metformin,Non-Control,Type 2 diabetes,tolbutamide,Moderate,42128
13151,91234,metformin,Non-Control,Type 2 diabetes,promethazine,Moderate,39177
13152,91234,metformin,Non-Control,Type 2 diabetes,gadoversetamide,Minor,61006
13153,91234,metformin,Non-Control,Type 2 diabetes,leucovorin,Minor,51646
13154,91234,metformin,Non-Control,Type 2 diabetes,acetylcysteine,Minor,52610
13155,91234,metformin,Non-Control,Type 2 diabetes,galactose,Minor,96974
13156,91234,metformin,Non-Control,Type 2 diabetes,diatrizoate,Major,88649
13157,91234,metformin,Non-Control,Type 2 diabetes,sermorelin,Moderate,18529
13158,91234,metformin,Non-Control,Type 2 diabetes,folic acid,Minor,81096
13159,91234,metformin,Non-Control,Type 2 diabetes,vitamin a,Minor,22945
13202,98436,methocarbamol,Non-Control,Muscle spasms,ethanol,Moderate,53125
13203,98436,methocarbamol,Non-Control,Muscle spasms,diazoxide,Moderate,10803
13204,98436,methocarbamol,Non-Control,Muscle spasms,phentolamine,Moderate,95096
13205,98436,methocarbamol,Non-Control,Muscle spasms,promethazine,Moderate,39177
13206,98436,methocarbamol,Non-Control,Muscle spasms,amyl nitrite,Moderate,58386
13207,98436,methocarbamol,Non-Control,Muscle spasms,prednisolone,Minor,47261
13208,98436,methocarbamol,Non-Control,Muscle spasms,leucovorin,Minor,51646
13209,98436,methocarbamol,Non-Control,Muscle spasms,folic acid,Minor,81096
13454,53383,methylphenidate,CII,"ADHD, narcolepsy",ethanol,Moderate,53125
13455,53383,methylphenidate,CII,"ADHD, narcolepsy",iobenguane (i-123),Moderate,21716
13456,53383,methylphenidate,CII,"ADHD, narcolepsy",iobenguane (i-131),Major,28573
13457,53383,methylphenidate,CII,"ADHD, narcolepsy",ioflupane i-123,Moderate,92573
13458,53383,methylphenidate,CII,"ADHD, narcolepsy",iohexol,Major,52403
13459,53383,methylphenidate,CII,"ADHD, narcolepsy",iopamidol,Major,37446
13460,53383,methylphenidate,CII,"ADHD, narcolepsy",methylene blue,Major,64452
13461,53383,methylphenidate,CII,"ADHD, narcolepsy",promethazine,Moderate,39177
13462,53383,methylphenidate,CII,"ADHD, narcolepsy",prednisolone,Minor,47261
13463,53383,methylphenidate,CII,"ADHD, narcolepsy",leucovorin,Minor,51646
13464,53383,methylphenidate,CII,"ADHD, narcolepsy",folic acid,Minor,81096
13498,14492,methylprednisolone,Non-Control,"Inflammation, allergic reactions",cobicistat,Major,63331
13499,14492,methylprednisolone,Non-Control,"Inflammation, allergic reactions",deferasirox,Major,11731
13500,14492,methylprednisolone,Non-Control,"Inflammation, allergic reactions",diazoxide,Moderate,10803
13501,14492,methylprednisolone,Non-Control,"Inflammation, allergic reactions",tolevamer,Moderate,30109
13502,14492,methylprednisolone,Non-Control,"Inflammation, allergic reactions",iopamidol,Major,37446
13503,14492,methylprednisolone,Non-Control,"Inflammation, allergic reactions",iodide i-131,Moderate,89593
13504,14492,methylprednisolone,Non-Control,"Inflammation, allergic reactions",macimorelin,Moderate,36916
13505,14492,methylprednisolone,Non-Control,"Inflammation, allergic reactions",edrophonium,Moderate,70341
13506,14492,methylprednisolone,Non-Control,"Inflammation, allergic reactions",iohexol,Major,52403
13507,14492,methylprednisolone,Non-Control,"Inflammation, allergic reactions",iodide i-123,Moderate,12814
13508,14492,methylprednisolone,Non-Control,"Inflammation, allergic reactions",tolbutamide,Moderate,42128
13509,14492,methylprednisolone,Non-Control,"Inflammation, allergic reactions",promethazine,Minor,39177
13510,14492,methylprednisolone,Non-Control,"Inflammation, allergic reactions",naloxone,Minor,77812
13511,14492,methylprednisolone,Non-Control,"Inflammation, allergic reactions",flumazenil,Minor,80004
13512,14492,methylprednisolone,Non-Control,"Inflammation, allergic reactions",acetylcysteine,Minor,52610
13513,14492,methylprednisolone,Non-Control,"Inflammation, allergic reactions",galactose,Minor,96974
13514,14492,methylprednisolone,Non-Control,"Inflammation, allergic reactions",magnesium sulfate,Moderate,16998
13515,14492,methylprednisolone,Non-Control,"Inflammation, allergic reactions",folic acid,Minor,81096
13516,14492,methylprednisolone,Non-Control,"Inflammation, allergic reactions",leucovorin,Minor,51646
13517,14492,methylprednisolone,Non-Control,"Inflammation, allergic reactions",mannitol,Minor,33387
13518,14492,methylprednisolone,Non-Control,"Inflammation, allergic reactions",prednisolone,Minor,47261
13665,32767,metronidazole,Non-Control,"Bacterial infections, parasitic infections",iodide i-131,Moderate,89593
13666,32767,metronidazole,Non-Control,"Bacterial infections, parasitic infections",promethazine,Minor,39177
13667,32767,metronidazole,Non-Control,"Bacterial infections, parasitic infections",macimorelin,Minor,36916
13668,32767,metronidazole,Non-Control,"Bacterial infections, parasitic infections",iodide i-123,Moderate,12814
13669,32767,metronidazole,Non-Control,"Bacterial infections, parasitic infections",naloxone,Minor,77812
13670,32767,metronidazole,Non-Control,"Bacterial infections, parasitic infections",acetylcysteine,Minor,52610
13671,32767,metronidazole,Non-Control,"Bacterial infections, parasitic infections",iopromide,Minor,37238
13672,32767,metronidazole,Non-Control,"Bacterial infections, parasitic infections",galactose,Minor,96974
13673,32767,metronidazole,Non-Control,"Bacterial infections, parasitic infections",ethanol,Major,53125
13674,32767,metronidazole,Non-Control,"Bacterial infections, parasitic infections",folic acid,Minor,81096
13675,32767,metronidazole,Non-Control,"Bacterial infections, parasitic infections",leucovorin,Minor,51646
13676,32767,metronidazole,Non-Control,"Bacterial infections, parasitic infections",mannitol,Minor,33387
13677,32767,metronidazole,Non-Control,"Bacterial infections, parasitic infections",sevelamer,Minor,49368
13678,32767,metronidazole,Non-Control,"Bacterial infections, parasitic infections",prednisolone,Minor,47261
13911,64873,morphine,CII,Pain relief,ethanol,Major,53125
13912,64873,morphine,CII,Pain relief,amyl nitrite,Moderate,58386
13913,64873,morphine,CII,Pain relief,diazoxide,Moderate,10803
13914,64873,morphine,CII,Pain relief,iohexol,Major,52403
13915,64873,morphine,CII,Pain relief,iopamidol,Major,37446
13916,64873,morphine,CII,Pain relief,methylene blue,Major,64452
13917,64873,morphine,CII,Pain relief,naloxone,Moderate,77812
13918,64873,morphine,CII,Pain relief,phentolamine,Moderate,95096
13919,64873,morphine,CII,Pain relief,promethazine,Moderate,39177
13920,64873,morphine,CII,Pain relief,sevelamer,Minor,49368
13921,64873,morphine,CII,Pain relief,prednisolone,Minor,47261
13922,64873,morphine,CII,Pain relief,leucovorin,Minor,51646
13923,64873,morphine,CII,Pain relief,mannitol,Minor,33387
13924,64873,morphine,CII,Pain relief,flumazenil,Minor,80004
13925,64873,morphine,CII,Pain relief,iodixanol,Minor,80432
13926,64873,morphine,CII,Pain relief,acetylcysteine,Minor,52610
13927,64873,morphine,CII,Pain relief,ioversol,Minor,56265
13928,64873,morphine,CII,Pain relief,iopromide,Minor,37238
13929,64873,morphine,CII,Pain relief,galactose,Minor,96974
13930,64873,morphine,CII,Pain relief,folic acid,Minor,81096
13931,64873,morphine,CII,Pain relief,caffeine,Minor,67487
14781,15641,omeprazole,Non-Control,"Acid reflux, ulcers",tolevamer,Moderate,30109
14782,15641,omeprazole,Non-Control,"Acid reflux, ulcers",tolbutamide,Minor,42128
14783,15641,omeprazole,Non-Control,"Acid reflux, ulcers",gadoversetamide,Minor,61006
14784,15641,omeprazole,Non-Control,"Acid reflux, ulcers",sevelamer,Minor,49368
14785,15641,omeprazole,Non-Control,"Acid reflux, ulcers",prednisolone,Minor,47261
14786,15641,omeprazole,Non-Control,"Acid reflux, ulcers",promethazine,Minor,39177
14787,15641,omeprazole,Non-Control,"Acid reflux, ulcers",leucovorin,Minor,51646
14788,15641,omeprazole,Non-Control,"Acid reflux, ulcers",mannitol,Minor,33387
14789,15641,omeprazole,Non-Control,"Acid reflux, ulcers",deferoxamine,Minor,11347
14790,15641,omeprazole,Non-Control,"Acid reflux, ulcers",amifostine,Minor,10853
14791,15641,omeprazole,Non-Control,"Acid reflux, ulcers",naloxone,Minor,77812
14792,15641,omeprazole,Non-Control,"Acid reflux, ulcers",flumazenil,Minor,80004
14793,15641,omeprazole,Non-Control,"Acid reflux, ulcers",iodixanol,Minor,80432
14794,15641,omeprazole,Non-Control,"Acid reflux, ulcers",acetylcysteine,Minor,52610
14795,15641,omeprazole,Non-Control,"Acid reflux, ulcers",iopamidol,Minor,37446
14796,15641,omeprazole,Non-Control,"Acid reflux, ulcers",ioversol,Minor,56265
14797,15641,omeprazole,Non-Control,"Acid reflux, ulcers",iopromide,Minor,37238
14798,15641,omeprazole,Non-Control,"Acid reflux, ulcers",galactose,Minor,96974
14799,15641,omeprazole,Non-Control,"Acid reflux, ulcers",folic acid,Minor,81096
14800,15641,omeprazole,Non-Control,"Acid reflux, ulcers",vitamin a,Minor,22945
14801,15641,omeprazole,Non-Control,"Acid reflux, ulcers",hydroxocobalamin,Minor,34047
14802,15641,omeprazole,Non-Control,"Acid reflux, ulcers",gadodiamide,Minor,98083
15687,77888,oxcarbazepine,Non-Control,"Seizures, Epilepsy",ethanol,Moderate,53125
15688,77888,oxcarbazepine,Non-Control,"Seizures, Epilepsy",cobicistat,Moderate,63331
15689,77888,oxcarbazepine,Non-Control,"Seizures, Epilepsy",methylene blue,Major,64452
15690,77888,oxcarbazepine,Non-Control,"Seizures, Epilepsy",promethazine,Moderate,39177
15691,77888,oxcarbazepine,Non-Control,"Seizures, Epilepsy",levoleucovorin,Moderate,42956
15692,77888,oxcarbazepine,Non-Control,"Seizures, Epilepsy",macimorelin,Moderate,36916
15693,77888,oxcarbazepine,Non-Control,"Seizures, Epilepsy",prednisolone,Moderate,47261
15694,77888,oxcarbazepine,Non-Control,"Seizures, Epilepsy",tolbutamide,Moderate,42128
15695,77888,oxcarbazepine,Non-Control,"Seizures, Epilepsy",folic acid,Moderate,81096
15696,77888,oxcarbazepine,Non-Control,"Seizures, Epilepsy",leucovorin,Moderate,51646
15697,77888,oxcarbazepine,Non-Control,"Seizures, Epilepsy",sevelamer,Minor,49368
15980,59213,potassium chloride,Non-Control,Potassium supplement,promethazine,Major,39177
15981,59213,potassium chloride,Non-Control,Potassium supplement,prednisolone,Minor,47261
15982,59213,potassium chloride,Non-Control,Potassium supplement,tolbutamide,Minor,42128
15983,59213,potassium chloride,Non-Control,Potassium supplement,naloxone,Minor,77812
15984,59213,potassium chloride,Non-Control,Potassium supplement,iodixanol,Minor,80432
15985,59213,potassium chloride,Non-Control,Potassium supplement,acetylcysteine,Minor,52610
15986,59213,potassium chloride,Non-Control,Potassium supplement,ioversol,Minor,56265
15987,59213,potassium chloride,Non-Control,Potassium supplement,iopromide,Minor,37238
15988,59213,potassium chloride,Non-Control,Potassium supplement,galactose,Minor,96974
15989,59213,potassium chloride,Non-Control,Potassium supplement,folic acid,Minor,81096
15990,59213,potassium chloride,Non-Control,Potassium supplement,vitamin a,Minor,22945
15991,59213,potassium chloride,Non-Control,Potassium supplement,leucovorin,Minor,51646
15992,59213,potassium chloride,Non-Control,Potassium supplement,mannitol,Minor,33387
15993,59213,potassium chloride,Non-Control,Potassium supplement,gadodiamide,Minor,98083
15994,59213,potassium chloride,Non-Control,Potassium supplement,sevelamer,Minor,49368
18480,23393,prednisone,Non-Control,"Inflammation, allergic reactions",cobicistat,Moderate,63331
18481,23393,prednisone,Non-Control,"Inflammation, allergic reactions",deferasirox,Major,11731
18482,23393,prednisone,Non-Control,"Inflammation, allergic reactions",diazoxide,Moderate,10803
18483,23393,prednisone,Non-Control,"Inflammation, allergic reactions",tolevamer,Moderate,30109
18484,23393,prednisone,Non-Control,"Inflammation, allergic reactions",magnesium sulfate,Moderate,16998
18485,23393,prednisone,Non-Control,"Inflammation, allergic reactions",iodide i-131,Moderate,89593
18486,23393,prednisone,Non-Control,"Inflammation, allergic reactions",macimorelin,Moderate,36916
18487,23393,prednisone,Non-Control,"Inflammation, allergic reactions",edrophonium,Moderate,70341
18488,23393,prednisone,Non-Control,"Inflammation, allergic reactions",iodide i-123,Moderate,12814
18489,23393,prednisone,Non-Control,"Inflammation, allergic reactions",tolbutamide,Moderate,42128
18490,23393,prednisone,Non-Control,"Inflammation, allergic reactions",sevelamer,Minor,49368
18491,23393,prednisone,Non-Control,"Inflammation, allergic reactions",promethazine,Minor,39177
18492,23393,prednisone,Non-Control,"Inflammation, allergic reactions",leucovorin,Minor,51646
18493,23393,prednisone,Non-Control,"Inflammation, allergic reactions",mannitol,Minor,33387
18494,23393,prednisone,Non-Control,"Inflammation, allergic reactions",deferoxamine,Minor,11347
18495,23393,prednisone,Non-Control,"Inflammation, allergic reactions",prednisolone,Minor,47261
18496,23393,prednisone,Non-Control,"Inflammation, allergic reactions",iodixanol,Minor,80432
18497,23393,prednisone,Non-Control,"Inflammation, allergic reactions",acetylcysteine,Minor,52610
18498,23393,prednisone,Non-Control,"Inflammation, allergic reactions",ioversol,Minor,56265
18499,23393,prednisone,Non-Control,"Inflammation, allergic reactions",iopromide,Minor,37238
18500,23393,prednisone,Non-Control,"Inflammation, allergic reactions",galactose,Minor,96974
18501,23393,prednisone,Non-Control,"Inflammation, allergic reactions",folic acid,Minor,81096
18502,23393,prednisone,Non-Control,"Inflammation, allergic reactions",vitamin a,Minor,22945
18503,23393,prednisone,Non-Control,"Inflammation, allergic reactions",gadodiamide,Minor,98083
18504,23393,prednisone,Non-Control,"Inflammation, allergic reactions",gadoversetamide,Minor,61006
20392,39366,quetiapine,Non-Control,"Schizophrenia, bipolar disorder",cobicistat,Major,63331
20393,39366,quetiapine,Non-Control,"Schizophrenia, bipolar disorder",deferasirox,Moderate,11731
20394,39366,quetiapine,Non-Control,"Schizophrenia, bipolar disorder",ioflupane i-123,Moderate,92573
20395,39366,quetiapine,Non-Control,"Schizophrenia, bipolar disorder",iopamidol,Major,37446
20396,39366,quetiapine,Non-Control,"Schizophrenia, bipolar disorder",macimorelin,Major,36916
20397,39366,quetiapine,Non-Control,"Schizophrenia, bipolar disorder",iohexol,Major,52403
20398,39366,quetiapine,Non-Control,"Schizophrenia, bipolar disorder",amyl nitrite,Moderate,58386
20399,39366,quetiapine,Non-Control,"Schizophrenia, bipolar disorder",acetylcysteine,Minor,52610
20400,39366,quetiapine,Non-Control,"Schizophrenia, bipolar disorder",iopromide,Minor,37238
20401,39366,quetiapine,Non-Control,"Schizophrenia, bipolar disorder",galactose,Minor,96974
20402,39366,quetiapine,Non-Control,"Schizophrenia, bipolar disorder",ethanol,Minor,53125
20403,39366,quetiapine,Non-Control,"Schizophrenia, bipolar disorder",diazoxide,Moderate,10803
20404,39366,quetiapine,Non-Control,"Schizophrenia, bipolar disorder",phentolamine,Moderate,95096
20405,39366,quetiapine,Non-Control,"Schizophrenia, bipolar disorder",promethazine,Moderate,39177
20406,39366,quetiapine,Non-Control,"Schizophrenia, bipolar disorder",physostigmine,Moderate,54250
20407,39366,quetiapine,Non-Control,"Schizophrenia, bipolar disorder",physostigmine (ophthalmic),Moderate,91596
20408,39366,quetiapine,Non-Control,"Schizophrenia, bipolar disorder",tolbutamide,Moderate,42128
20409,39366,quetiapine,Non-Control,"Schizophrenia, bipolar disorder",folic acid,Minor,81096
20410,39366,quetiapine,Non-Control,"Schizophrenia, bipolar disorder",caffeine,Minor,67487
20411,39366,quetiapine,Non-Control,"Schizophrenia, bipolar disorder",leucovorin,Minor,51646
20412,39366,quetiapine,Non-Control,"Schizophrenia, bipolar disorder",mannitol,Minor,33387
20413,39366,quetiapine,Non-Control,"Schizophrenia, bipolar disorder",prednisolone,Minor,47261
20414,39366,quetiapine,Non-Control,"Schizophrenia, bipolar disorder",sevelamer,Minor,49368
20741,62103,rosuvastatin,Non-Control,High cholesterol,cobicistat,Moderate,63331
20742,62103,rosuvastatin,Non-Control,High cholesterol,magnesium carbonate,Moderate,81199
20743,62103,rosuvastatin,Non-Control,High cholesterol,acetylcysteine,Minor,52610
20744,62103,rosuvastatin,Non-Control,High cholesterol,iopamidol,Minor,37446
20745,62103,rosuvastatin,Non-Control,High cholesterol,ioversol,Minor,56265
20746,62103,rosuvastatin,Non-Control,High cholesterol,ethanol,Moderate,53125
20747,62103,rosuvastatin,Non-Control,High cholesterol,folic acid,Minor,81096
20748,62103,rosuvastatin,Non-Control,High cholesterol,leucovorin,Minor,51646
20749,62103,rosuvastatin,Non-Control,High cholesterol,sevelamer,Minor,49368
20750,62103,rosuvastatin,Non-Control,High cholesterol,prednisolone,Minor,47261
20751,62103,rosuvastatin,Non-Control,High cholesterol,promethazine,Minor,39177
20785,82344,semaglutide,Non-Control,"Type 2 diabetes, weight management",ethanol,Moderate,53125
20786,82344,semaglutide,Non-Control,"Type 2 diabetes, weight management",diazoxide,Moderate,10803
20787,82344,semaglutide,Non-Control,"Type 2 diabetes, weight management",promethazine,Moderate,39177
20788,82344,semaglutide,Non-Control,"Type 2 diabetes, weight management",prednisolone,Moderate,47261
20789,82344,semaglutide,Non-Control,"Type 2 diabetes, weight management",sermorelin,Moderate,18529
20790,82344,semaglutide,Non-Control,"Type 2 diabetes, weight management",tolbutamide,Moderate,42128
20803,71225,sertraline,Non-Control,"Depression, anxiety",cobicistat,Moderate,63331
20804,71225,sertraline,Non-Control,"Depression, anxiety",methylene blue,Major,64452
20805,71225,sertraline,Non-Control,"Depression, anxiety",deferasirox,Moderate,11731
20806,71225,sertraline,Non-Control,"Depression, anxiety",ioflupane i-123,Moderate,92573
20807,71225,sertraline,Non-Control,"Depression, anxiety",iopamidol,Major,37446
20808,71225,sertraline,Non-Control,"Depression, anxiety",iobenguane (i-123),Moderate,21716
20809,71225,sertraline,Non-Control,"Depression, anxiety",macimorelin,Major,36916
20810,71225,sertraline,Non-Control,"Depression, anxiety",iohexol,Major,52403
20811,71225,sertraline,Non-Control,"Depression, anxiety",tolbutamide,Moderate,42128
20812,71225,sertraline,Non-Control,"Depression, anxiety",acetylcysteine,Minor,52610
20813,71225,sertraline,Non-Control,"Depression, anxiety",iopromide,Minor,37238
20814,71225,sertraline,Non-Control,"Depression, anxiety",galactose,Minor,96974
20815,71225,sertraline,Non-Control,"Depression, anxiety",ethanol,Moderate,53125
20816,71225,sertraline,Non-Control,"Depression, anxiety",promethazine,Moderate,39177
20817,71225,sertraline,Non-Control,"Depression, anxiety",mannitol,Moderate,33387
20818,71225,sertraline,Non-Control,"Depression, anxiety",ibritumomab tiuxetan,Moderate,76531
20819,71225,sertraline,Non-Control,"Depression, anxiety",tositumomab (i-131),Moderate,66679
20820,71225,sertraline,Non-Control,"Depression, anxiety",tositumomab,Moderate,49493
20821,71225,sertraline,Non-Control,"Depression, anxiety",folic acid,Minor,81096
20822,71225,sertraline,Non-Control,"Depression, anxiety",leucovorin,Minor,51646
20823,71225,sertraline,Non-Control,"Depression, anxiety",prednisolone,Minor,47261
20824,71225,sertraline,Non-Control,"Depression, anxiety",hydroxocobalamin,Minor,34047
20825,71225,sertraline,Non-Control,"Depression, anxiety",gadodiamide,Minor,98083
20826,71225,sertraline,Non-Control,"Depression, anxiety",gadoversetamide,Minor,61006
20827,71225,sertraline,Non-Control,"Depression, anxiety",sevelamer,Minor,49368
21165,99196,tadalafil,Non-Control,"Erectile dysfunction, pulmonary hypertension",ethanol,Moderate,53125
21166,99196,tadalafil,Non-Control,"Erectile dysfunction, pulmonary hypertension",amifostine,Moderate,10853
21167,99196,tadalafil,Non-Control,"Erectile dysfunction, pulmonary hypertension",cobicistat,Moderate,63331
21168,99196,tadalafil,Non-Control,"Erectile dysfunction, pulmonary hypertension",deferasirox,Moderate,11731
21169,99196,tadalafil,Non-Control,"Erectile dysfunction, pulmonary hypertension",diazoxide,Minor,10803
21170,99196,tadalafil,Non-Control,"Erectile dysfunction, pulmonary hypertension",nitrous acid,Moderate,58109
21171,99196,tadalafil,Non-Control,"Erectile dysfunction, pulmonary hypertension",amyl nitrite,Major,58386
21172,99196,tadalafil,Non-Control,"Erectile dysfunction, pulmonary hypertension",prednisolone,Minor,47261
21173,99196,tadalafil,Non-Control,"Erectile dysfunction, pulmonary hypertension",phentolamine,Moderate,95096
21174,99196,tadalafil,Non-Control,"Erectile dysfunction, pulmonary hypertension",folic acid,Minor,81096
21248,70547,testosterone,CIII,Hormone replacement therapy,deferasirox,Moderate,11731
21249,70547,testosterone,CIII,Hormone replacement therapy,prednisolone,Moderate,47261
21250,70547,testosterone,CIII,Hormone replacement therapy,tolbutamide,Moderate,42128
21251,70547,testosterone,CIII,Hormone replacement therapy,sevelamer,Minor,49368
21252,70547,testosterone,CIII,Hormone replacement therapy,leucovorin,Minor,51646
21253,70547,testosterone,CIII,Hormone replacement therapy,deferoxamine,Minor,11347
21254,70547,testosterone,CIII,Hormone replacement therapy,promethazine,Minor,39177
21255,70547,testosterone,CIII,Hormone replacement therapy,folic acid,Minor,81096
21256,70547,testosterone,CIII,Hormone replacement therapy,gadodiamide,Minor,98083
